2544 2690 4455 20 2015 2513 2963 3263 4523 3362 1381 4533 1481 856 4386 4830 4655 4226 2574 2225
3075 2252 2445 1811 4409 1558 3074 4402 687 4258 1977 4402 2666 1740 1966 763 2740 4307 3740 4046
2346 3017 3834 1275 4186 1637 1933 82 1837 2241 1495 3713 2346 2804 409 4733 1968 3694 481 3298
2913 4402 3404 2464 1858 1733 3434 1927 4237 4255 1927 966 1229 2293 1346 4402 4402 3404 4402 2368
1004 3917 2519 855 1901 1689 2673 0 1927 3756 2192 1760 3404 3999 4402 3404 4402 1993 4957 3471
1798 2630 4402 371 2884 322 573 4028 2901 1919 669 4999 1742 2347 1401 3271 828 2538 2946 4971
2172 1636 1492 86 2918 4402 3404 4856 1994 3397 4676 2482 4362 4307 4138 1442 3271 3906 606 1996
1551 1353 626 1232 2378 2963 1576 201 362 772 251 3177 3221 3859 0 164 1022 2003 3980 4260
251 586 3946 2537 4317 1966 3396 4201 4798 2579 690 4060 4049 981 4270 616 4448 1696 4232 2028
3577 342 3068 358 4402 4055 4642 985 3467 222 3369 1346 4402 4666 1093 3271 4655 4127 1156 4557
2930 3812 4124 596 2755 1126 2458 1637 1022 4912 565 2849 4983 4525 4890 4883 4971 4890 4433 2460
4516 2755 2930 1966 2348 4856 4480 3922 3172 1340 713 3093 402 749 2006 794 2544 3992 3209 2383
699 3105 1941 794 4296 1927 2429 1840 1533 243 1956 1421 177 1954 4756 83 3764 1008 1004 4695
4952 4975 1576 3079 459 4402 4890 1086 3327 1811 1207 4821 2723 4683 606 1313 4062 1494 1844 1286
1985 3287 3851 768 1077 459 3840 2085 3608 1531 2764 1557 2684 1541 3819 837 4770 3378 3013 4733
289 2510 4393 1340 3787 4207 252 122 20 4678 4402 4402 3079 1915 716 4402 569 2436 1438 2338
299 89 1556 4434 1044 1573 310 1554 3271 1541 3621 4046 4891 2151 4989 1760 3697 1769 3303 1551
985 2472 2477 4581 4253 83 2026 256 2492 768 3304 1140 4227 1231 3459 3106 3489 4098 4985 4342
4649 3594 4342 1505 4055 2132 2370 293 4825 4265 4146 3541 2687 4733 4436 4694 4046 2566 4226 4231
3127 1964 1458 243 1340 482 4108 4467 603 4091 2307 606 3027 3347 980 4523 4207 2341 2234 4317
786 2196 1701 4902 3284 4549 4219 1564 1915 4544 3136 4009 4207 111 1927 516 4402 3404 390 3245
2752 1051 4273 1392 3404 1525 1933 1438 4011 2314 785 115 4609 1894 4775 1925 135 2286 319 4265
2045 2740 4434 4265 4781 4463 3480 4285 4761 2743 1490 1505 2120 97 4203 4770 4402 2971 1618 2670
2930 1964 3339 4733 1487 1629 1636 344 2190 472 4353 492 565 1157 239 3083 4676 2301 1477 4207
2644 1022 1993 4826 3189 666 4258 1340 4833 2740 2191 4072 2744 3177 2464 1579 2554 4917 3284 4655
4829 1022 3480 3199 3177 2955 83 1438 4890 2537 1560 2121 2293 4770 3131 4651 4402 3404 1743 4215
1992 3404 3553 3779 2520 3282 4207 737 4579 1346 2402 4983 1720 2390 1941 2631 3100 768 2229 3487
4888 2388 1323 1952 771 3446 4322 2537 579 251 3977 4402 2765 4000 3093 3284 1769 1420 794 4483
1338 2849 1420 1478 534 1966 20 2368 1931 4874 3740 1353 1236 3091 650 2121 2896 1340 4505 2561
4999 3738 493 627 1241 4253 1455 2477 768 4215 1964 3758 1364 1916 2436 3037 797 3423 4993 4966
192 1927 1555 1942 1966 3359 1811 4217 4293 2492 3982 3758 4686 959 1458 77 1994 4519 1385 4363
1681 4246 3487 4231 316 4806 1683 3062 2429 1860 71 3531 3544 4402 3152 2396 3362 1782 1715 3952
1056 4265 767 3284 4402 3398 4671 177 333 1811 640 2888 2524 1140 3791 4860 2311 4307 3231 690
4809 4034 4767 4890 1701 4091 4025 4231 3369 4062 962 4055 830 1941 605 1956 832 3704 2321 4076
1299 3412 2139 606 3404 16 2886 2552 4990 4553 3081 69 1997 1625 4856 2740 1993 3889 4781 4752
4201 4563 3713 4411 1093 4666 3411 435 794 251 1637 3605 3347 4781 1701 4402 4402 3069 2046 3890
2675 4896 2146 342 4596 3588 4971 1683 718 3384 4881 4890 4794 2220 4890 47 4874 4980 567 3390
3698 2849 1927 3158 239 2472 1994 912 2086 3950 4676 786 1036 4676 1340 3694 1746 435 4413 1941
3404 4975 459 4402 3404 4381 2368 2246 2863 2053 2963 3284 976 4375 4655 2150 185 3702 4902 39
3763 4505 0 0 4971 1354 2019 1941 2544 0 3150 243 1448 2396 4299 358 711 3390 4136 3672
2438 4258 1118 4460 3304 405 3433 640 3284 2917 2464 4525 4734 2999 867 4890 794 4355 212 4363
1397 351 3948 3319 1247 2188 4519 2729 4537 316 4555 2338 3695 881 4752 3906 1531 3304 4260 4532
1964 4011 2579 1560 1616 1295 3037 1341 4930 3707 2046 435 2930 1341 37 2419 3066 2522 1149 3404
4543 3467 1842 89 141 1231 4525 4480 3890 4135 565 565 666 4201 1727 1941 3093 2982 2576 1903
439 4402 3422 3284 3271 2134 1975 474 4557 4733 2206 2003 4378 3140 435 1994 3487 1101 3535 1812
4971 4046 4406 3274 2819 251 1767 3177 1760 3404 513 4555 2641 800 2151 173 619 3950 4457 735
2660 752 1349 1964 1047 2191 1862 4750 3081 1231 3633 336 4196 2278 1564 3993 2519 1022 2743 1048
2607 4553 39 4402 2210 370 4567 3335 1975 3509 4167 135 135 4784 1221 3588 2908 2172 921 243
417 2237 4429 1941 2172 609 2537 2498 0 520 3910 4402 4402 3411 4856 513 1811 68 2791 4468
2849 3284 2809 4649 4307 2362 3764 1956 2205 3384 4555 4215 778 3621 4222 293 506 724 4731 513
3477 1038 1159 51 4330 779 1933 717 489 3161 861 4733 4410 2367 2914 4464 4434 4264 1634 3758
3462 2059 2204 1927 3362 1385 1996 1460 1927 1615 1941 4829 4676 4607 3965 1096 1772 980 4975 1048
3343 2931 4953 4940 2798 2091 2874 3600 1813 1541 3384 115 1994 1355 3525 2807 4649 715 1554 435
4697 3977 1022 3129 2011 337 4285 3821 366 2756 2407 1025 1505 3910 4952 4999 4330 2003 4402 4457
3842 447 583 3576 1966 4492 3528 565 1506 3699 4260 4535 3369 1060 1994 3562 3043 4733 111 1769
1536 2436 193 1346 855 3546 3650 764 1354 1340 1463 435 4201 1853 1323 3043 3106 3064 3902 1375
2269 4042 794 2807 1452 2368 2786 4079 1353 1662 1415 1478 3037 1264 705 2078 3319 3814 3276 2492
3341 921 4890 3024 2376 2286 4402 3166 3694 3007 2591 481 3046 3840 4829 3297 2622 2250 2139 333
3507 3037 699 4686 1004 1487 243 1927 4454 1401 3814 434 3384 2018 79 2096 4342 1194 2951 1235
2059 1036 2756 3324 1354 2435 1966 3471 2378 1541 268 2917 4074 4836 659 1639 2136 3404 3271 4856
2804 1982 4890 243 354 2217 2012 4856 3859 4642 3037 4320 2150 2643 3353 2340 4207 4553 4971 3902
1004 3547 1815 1993 4781 243 3244 4639 3093 2553 3805 3419 158 3640 4203 4649 1495 1177 1198 3438
4971 1576 3176 366 580 3303 2430 3370 1735 3982 0 2865 1022 565 4402 2250 3271 389 1735 4817
643 1964 2847 4900 1496 1355 1354 4232 4563 3746 888 1583 1438 1420 4402 687 764 4289 1941 1966
3198 849 0 3627 2209 1615 3947 4413 1820 121 794 2468 3384 3522 4549 1811 1033 1927 4519 4856
4232 492 3263 2428 238 4652 2690 3827 3752 2368 4999 54 1828 3208 4002 3695 1415 2349 2492 115
2150 824 111 3694 251 4890 4535 1927 1022 4544 3459 4820 83 2561 2464 3404 3271 1541 2443 3109
824 3920 2185 293 4056 4983 2045 0 1576 2101 1430 1053 3509 4094 212 3013 3340 1039 1687 1273
1231 3638 2240 1894 322 242 1415 1987 419 2498 3037 4525 2015 3062 3316 4975 3037 1809 1726 2710
2970 1478 3179 4171 3271 2015 290 3781 4342 2237 4011 830 1692 3037 1430 293 4343 1583 4782 3977
2306 1927 2824 765 83 3087 4215 4525 4215 1766 4207 2472 3177 2172 4011 1599 541 2331 1485 3727
606 4340 634 3276 4890 2045 1415 2918 852 1036 628 4207 604 1463 2166 1956 1712 688 765 1026
1760 1941 1720 4563 4791 2111 1956 2756 1941 2955 3339 435 1994 107 1732 4973 4458 2209 4985 4736
4671 696 2711 4888 3758 20 4120 2720 3376 2 2573 4028 243 693 3284 4448 4460 4483 4076 3522
47 3062 2918 3218 1232 3438 3992 4733 2968 2908 2280 1956 4057 2791 2830 698 1994 4155 2496 786
293 501 89 2209 118 1541 459 2809 1258 2889 1996 532 4631 184 4270 4068 3382 1941 3476 4805
492 3887 2936 1927 3568 3189 2220 3271 1186 3900 3037 4201 447 2464 3356 459 4402 3404 2886 3506
2159 1415 2139 367 4322 1078 4254 687 1541 3588 2420 3588 239 1956 1966 4971 459 4402 3404 3271
4137 2974 4544 4342 1275 3166 1927 506 3451 4270 2326 1458 4342 4826 4930 1941 3890 243 2756 3487
2702 333 861 1858 443 336 47 4559 3517 2359 1340 4825 877 1357 3360 4610 1415 4856 4943 4460
1935 567 3062 2315 3977 2436 1618 3006 2816 3522 459 1809 3083 866 4933 4330 3985 1555 212 2349
751 4553 215 416 1972 2537 1186 3104 2882 1927 3480 1438 3177 3384 2229 687 459 1560 4733 3915
4052 854 150 4402 3404 4548 2392 821 136 3488 2473 3789 3695 1138 3672 4232 251 1651 2046 135
1031 115 3068 4594 3921 371 47 4856 1492 705 2907 2798 3588 4971 800 1132 2436 1473 478 749
2849 1576 1582 4557 4402 1322 3476 4784 4845 358 1935 1941 2544 1354 699 648 1941 3384 2132 2121
258 4292 1341 1438 1341 1555 4676 3902 1521 4389 4752 3522 2884 1463 4675 1435 4983 1341 1858 4260
437 2852 251 3062 3738 559 3499 3844 336 69 1683 4016 39 831 3628 3621 4929 1767 1272 1785
4072 4890 2108 2863 1964 1994 966 2777 0 4596 4230 2666 2334 104 2482 4999 4129 4201 3993 3697
4068 3472 1215 1385 1279 11 2988 3727 4676 4055 111 293 1871 2046 1662 4912 4922 3992 71 3981
4253 855 541 2314 4676 4781 2524 4555 4953 243 4533 3950 4973 4602 4171 1242 3499 4645 1493 511
927 2398 1956 1806 815 4011 2360 3562 1404 883 1426 606 2129 1811 2191 2321 4890 814 3404 4360
2663 3284 1740 2442 2524 2499 3459 4890 3966 2740 1573 2784 4448 416 1894 173 1811 2360 4920 4402
2504 2493 1346 4971 2666 10 3638 239 1798 1418 4343 2720 1858 4343 3528 4502 4374 2564 2913 946
4888 2368 2681 3950 2225 3633 4402 1618 1785 4890 3433 1340 2268 2899 1662 190 1231 4217 1541 2670
3166 2564 4575 3650 4264 2861 4809 4011 4123 3555 4086 79 1177 4587 1972 4588 1056 3881 4455 2946
4652 2433 1415 830 1458 4145 2086 968 3284 2643 3727 4386 2901 4086 4902 39 1047 2445 3143 2252
4215 1435 4890 3404 2853 1341 4336 2420 133 4730 4095 2684 2517 3326 0 4971 435 3129 4947 2280
2360 3787 292 222 4825 3218 3093 185 3623 4890 4940 4977 4402 1004 3864 3284 4975 3093 4856 2329
1702 1740 1187 4465 3369 3411 3801 2146 4402 2917 1354 3695 121 794 4566 2464 4750 4129 1600 3799
4267 2534 2384 2028 337 3476 687 1809 3747 3166 1802 4971 4793 596 4642 1132 91 2913 4642 3229
4330 234 1927 3006 3037 3517 4957 4898 1840 3093 4285 1861 4207 2526 4597 3417 4372 1438 532 3326
1611 921 2881 4642 4128 190 1858 3710 4544 4727 4021 3274 3540 2108 1915 2218 4775 1651 4917 4207
3376 4864 4402 4565 3891 4555 4913 2340 4933 4902 873 3404 435 419 3109 4525 1231 982 1174 4890
4414 1791 1994 20 2989 4064 4207 4557 954 4892 3343 742 4931 2538 2917 1596 3884 1662 1802 2351
4821 3999 3547 4408 4402 1993 1941 4025 4207 4782 1701 3396 2670 1340 4914 2886 819 3496 4374 2429
3694 3150 1541 3198 2046 4753 2726 4866 459 4402 3404 4317 4164 4448 1777 4578 3692 1194 1785 3127
2609 4164 2855 4989 2086 243 2607 2593 3347 1340 4490 1927 4115 319 1720 2294 4394 1093 3326 3557
4255 2714 185 2809 1927 1631 682 2506 2974 435 2048 3384 1171 1221 989 1927 3404 4402 4402 4402
1240 4335 1701 2342 141 1798 2454 1346 4971 1354 619 1430 4726 1618 1531 2073 4686 190 1401 4642
3875 1506 2046 3124 2985 1071 1340 3037 1956 3703 115 4413 863 921 3703 135 3074 4207 1687 1016
243 402 4649 2558 2544 2792 2354 2139 2234 2954 4402 3404 1554 1945 2971 2390 3316 2003 89 2524
3371 2909 293 3335 4402 3404 1554 1054 1359 768 1913 4834 1623 47 472 839 2219 4264 1994 1555
1433 3619 3062 4435 370 4103 1941 1858 1862 4186 2798 4557 4207 49 4217 4084 4610 4061 1004 2526
4563 373 336 4584 3932 1274 4830 1790 2437 3378 2777 1454 4175 1458 4384 2607 2952 1470 3694 456
1969 4606 3919 185 2357 2421 4002 4555 2362 4293 4582 1232 2886 2329 115 1340 251 439 2435 3588
4402 2858 869 3540 4511 4912 1583 4979 83 4791 3551 3567 1494 1701 3131 4774 3910 2818 4173 0
4888 1296 4291 3925 3037 4661 2720 3828 3404 567 1647 1036 4299 1637 721 4348 1156 4079 277 0
4337 2524 1662 1732 4309 4294 1232 78 785 3284 1454 1576 2270 815 206 4600 1833 3 4929 1400
2641 4076 3446 1966 1071 336 4413 1615 3494 2420 1228 1858 4989 3567 4018 3384 1332 1701 4971 2506
3353 2900 4260 1850 780 2866 4902 4519 3517 855 2448 2003 1927 69 1941 4402 3404 2924 3451 4079
1941 2172 2357 4983 2807 4676 2428 4750 4078 4046 2046 2963 1275 3916 744 2220 3950 4011 3858 835
415 3423 224 3602 1129 4782 3062 1439 3384 663 2464 4997 1809 919 1894 1401 1648 2234 878 3397
2172 4114 959 1966 3490 2048 3988 1125 4983 2468 954 4402 565 3628 1375 1809 619 2472 2472 4267
3462 2287 3518 2870 3384 3942 2329 2707 735 1994 1913 49 716 4770 3247 3993 716 3992 2684 794
4898 2638 420 4413 3235 3177 941 89 2240 4572 3890 4601 2847 3746 2059 3703 4757 1458 583 1505
1305 1354 1541 1858 472 4606 4536 167 2342 4826 1221 927 2169 1941 2264 1022 2278 2660 1493 2717
3462 1964 2003 2280 4890 4232 4120 2026 4056 975 3068 3489 1762 1157 945 2321 1340 2329 2432 4537
47 3737 3109 3966 3190 3889 2009 4820 4114 2442 1031 3404 1786 3541 2360 4806 192 2468 4638 3600
1205 93 1022 1434 4402 3404 1541 4202 1463 398 1951 4463 4638 3037 2466 1354 4526 4410 1064 3959
3471 646 1811 2028 3404 4856 784 933 1487 3748 3488 4264 3476 4232 4835 1649 4989 4553 3794 1095
751 4402 4288 3221 4056 2079 2151 1132 4257 4307 366 256 185 3832 3528 1093 4980 4258 2888 4970
2921 2204 1341 4402 3347 1176 1415 1258 861 1807 3242 4555 1691 4259 1231 4752 2457 3890 2684 2740
1086 2046 0 1194 660 2591 216 3284 603 3800 1065 2125 3013 3833 3457 489 1004 3799 3316 4694
1341 2046 1670 1004 4596 3045 2357 1583 2740 1686 4118 3271 1788 2472 4538 4322 3775 3393 1232 2168
4532 1370 867 3566 3271 4983 2524 83 2010 2488 3637 83 3814 4930 4689 4890 4902 2482 4983 568
3611 1927 2849 2652 3311 1097 3694 3927 4971 1458 1022 2918 168 4733 4983 992 2561 3510 1811 985
4152 3369 2139 4810 955 841 1601 563 2151 358 2429 173 1927 3241 3013 3874 3 1428 4114 4209
3862 3687 2930 1505 3517 4971 398 3603 4666 3284 949 4299 460 2260 4890 4295 371 3959 4848 2407
3875 2088 4563 459 472 0 4555 866 3604 4120 1911 3255 251 4120 2229 3284 2517 4952 2024 1341
4273 2482 4203 4883 794 1751 4215 4555 3612 2865 2454 1137 4555 2139 2139 2963 358 3157 2791 1093
1231 4633 1050 4402 3745 3133 4555 1233 687 3628 3463 3874 1174 3588 2127 3890 1244 3037 4644 4925
4450 3822 1096 1927 4567 4856 3884 1870 1576 4693 1132 4131 3037 4317 3013 2524 336 3433 1927 778
1606 2746 1342 2492 3620 2886 2411 2565 643 4203 3959 3489 2809 1022 4419 1966 3190 120 2797 240
1964 434 1346 4402 2016 3132 797 4232 1573 4898 4182 1022 4555 4402 3378 4402 2917 1487 1411 3737
339 3989 854 4186 4353 1084 3062 1941 472 2280 4983 4983 4392 20 2574 416 1670 1927 2849 3480
4907 2051 2018 1800 1392 2727 1941 1433 1036 17 4232 3447 3133 1340 4733 2884 2102 2971 459 4794
4579 2706 3276 2566 1672 3120 4332 778 4203 2271 4330 2702 4563 4353 1637 646 596 3097 81 2976
4550 1478 1927 4739 1696 4340 3889 4856 2663 2809 1972 4532 685 4024 1683 3822 3365 1489 1478 3284
1964 883 921 784 374 4599 3013 4231 69 1894 3294 91 2522 4264 1111 4557 337 3261 2234 342
912 3702 2638 783 3937 4676 3589 2051 3476 3728 4215 1438 559 440 83 1933 3950 4307 2847 3520
3593 4227 4207 1420 794 985 3104 3902 2436 921 2777 452 2059 1093 3728 2220 4852 4999 2561 2952
4482 2407 1157 3294 387 71 3039 933 111 2012 784 1022 4046 3319 3003 4265 3411 1132 4717 1264
1919 118 3359 1915 698 1798 3402 3541 1331 4683 482 2628 458 3037 1551 1221 3763 3016 1927 3821
2646 2019 1798 687 3553 4402 1261 3488 459 2579 2391 4207 4519 1275 2001 2561 555 3150 3037 4890
2921 4634 4402 3404 2492 1541 1454 1305 2227 2432 1505 1941 3198 1966 2561 4839 3506 4402 3404 3384
3922 1521 3855 4642 254 421 4049 2769 982 135 1397 3488 4402 1560 1458 380 2016 4913 2185 4602
4402 2368 3851 2276 3284 1351 4020 4651 485 2963 2151 3622 584 2684 2671 1767 4620 1003 1933 4402
1484 905 2472 3806 2472 4363 4402 1421 1845 1478 2819 4559 2370 1008 4264 3337 3037 2172 136 4706
2241 875 1261 4642 2795 3269 4750 3469 2368 83 1933 765 2809 4402 345 2078 351 660 3564 4286
3694 4602 1583 3981 704 4856 696 2947 2681 3037 2720 3490 1051 4034 1956 69 1523 391 459 2494
319 4971 2046 1187 4273 1103 1941 1337 3378 3028 468 1776 4402 664 1305 705 4555 4237 2360 4366
2343 912 1617 2209 3809 4402 3404 4317 3451 1458 243 2914 4971 1941 4137 4091 4983 4171 1933 4120
751 2617 2457 2880 1858 3918 4989 1036 3133 1273 3621 97 3950 3522 1823 4239 2952 1137 3037 2561
2544 575 0 2774 3713 1353 1994 2204 4676 1765 3063 2454 660 3131 2958 2622 2015 4883 4002 218
4957 573 3541 3919 1811 1904 2492 183 1858 277 2318 0 3238 3931 4237 89 3384 3737 3822 2351
1799 1760 1927 3404 532 1683 2265 2230 2963 4402 2907 3316 4011 363 2307 3433 3540 4552 4757 4056
1580 450 4971 1324 2080 4202 4890 4874 742 439 356 3177 1458 1677 345 2499 3271 1331 4411 1042
1811 601 4566 1084 800 898 768 4317 693 949 364 71 2293 287 4091 1941 4826 1683 4457 4536
1616 3480 4040 2329 4495 3598 2191 1455 3917 4393 4890 1003 910 959 1346 4402 4553 2342 4752 1927
1258 4367 1039 4463 1883 1340 3384 4671 3039 4189 921 1458 1415 3301 2521 1845 4558 1004 961 3476
3001 4095 2059 3091 1305 4299 2825 2574 4553 700 1614 474 1487 4186 2537 4062 4120 2875 492 2571
4920 192 4231 4056 1065 1683 1340 4935 1681 1533 357 568 2640 3189 6 854 4592 4971 3411 156
1562 4357 2524 1941 3464 4402 3719 4256 4890 4223 4856 2513 4888 3326 2574 2711 2342 4496 1295 362
3079 4890 4011 162 1894 3094 1683 4626 2191 3476 785 742 4046 1559 4207 4266 4757 4645 1654 4594
2485 3062 4402 371 3108 3484 2108 932 2747 1782 93 1862 4062 4120 3605 4964 282 2917 370 1560
2295 534 2195 4231 1508 3855 4693 4003 2237 1261 459 164 4776 3499 2622 4237 4896 752 3767 11
4208 4575 3212 2329 2012 1637 4555 975 3384 699 333 3419 78 3747 1966 47 613 1942 4265 2987
2727 2339 51 1096 4402 4158 4402 1341 532 4258 944 747 3037 4666 3588 3794 4975 2192 2365 3284
3062 1231 4752 3037 1782 4344 4808 1864 821 1503 232 1283 482 2487 4263 697 2971 2216 1438 2003
4649 2265 3403 4553 4666 4856 3117 3013 3728 4174 1798 2460 2006 2684 2777 1341 3271 3976 3184 4119
3889 4939 3494 39 2086 1036 1275 89 816 596 2341 2139 1275 4677 4793 2524 3271 1353 4402 4514
4648 3528 1093 0 4051 2561 982 1341 2555 351 1966 83 4215 4563 2561 872 2364 1812 3411 4201
3341 2046 4482 3519 1170 4930 4360 2045 3234 1065 2622 4734 4563 4999 4204 1438 1341 2420 1363 3411
1927 3400 2924 1994 3316 954 364 1811 3259 3175 4639 4402 4402 3404 3384 1555 277 2614 3433 4342
4888 474 3910 794 2355 4402 1020 4402 2690 1093 2421 3411 2307 594 474 3827 2755 2492 980 2492
3805 1004 1741 459 3889 1458 82 2340 1993 2106 3600 1036 2151 2153 3621 3037 1004 3882 4599 3489
661 4215 3271 1762 4677 4856 4675 4731 921 3271 4660 1755 3539 1193 4793 4216 2486 3480 1438 511
376 4914 135 4420 1458 3628 4089 4890 4833 374 2234 1882 2671 1699 2354 3074 185 532 4342 39
1852 1415 651 190 679 309 4232 3790 15 1323 2298 1231 4577 2906 4307 2708 3037 2913 83 764
4671 2867 1232 4295 3488 2420 4145 371 704 4129 4419 785 3199 280 3006 4596 2777 2150 2094 1231
2355 3068 3568 716 4207 3672 0 4633 4706 2299 1576 4293 3231 579 4756 322 1438 1983 3977 4201
2427 699 2779 1692 4056 2895 2080 1128 2670 0 212 4307 4273 1302 3832 95 1573 4011 4232 1353
245 4676 3396 3936 1505 4731 1809 385 4676 643 4502 4402 1279 1863 398 4983 552 858 1258 3633
1505 3621 3828 461 3411 1966 4027 4933 4279 3186 3687 4525 4056 819 2921 3782 370 2630 2791 2729
485 794 707 933 434 3271 4856 4384 694 4317 4131 4890 3813 4829 3411 4733 3476 4744 4353 2492
854 3628 2172 67 3588 4678 338 794 3764 603 4342 1858 1233 4459 1999 1636 336 4971 3831 3347
4857 4971 4273 982 2823 2935 4596 121 1056 4567 1941 1942 4975 2240 4525 1313 3208 4601 830 2758
216 4062 2553 4009 4717 3411 2814 1258 2506 812 3541 4543 704 1069 1140 616 4457 1788 1438 4202
68 3469 1941 1308 3461 3819 704 2472 1446 1137 1670 294 333 4184 705 687 1554 748 1438 4856
2100 1762 0 3368 1247 3006 506 159 604 3389 1941 1966 3231 1231 1258 3476 1224 1137 95 111
1267 2751 2809 4402 3404 4402 2368 2720 3271 421 3813 1221 4984 1019 921 941 1858 1275 4492 606
4766 3284 1455 4826 1189 1811 2048 1878 2492 3177 339 1790 1899 4217 4363 2506 1840 4193 3326 651
4883 4602 4960 3284 1117 554 4393 1042 2597 4975 1966 1972 115 1530 4258 1340 1555 2482 3177 2351
3150 2777 1982 2809 4342 2150 299 2930 3552 1421 2912 395 1740 1354 3729 3703 2910 77 3271 2028
2117 3106 0 1052 2368 293 4781 3384 1487 4750 3013 3272 1231 4402 4402 2863 3294 704 159 3304
1079 4890 1211 4525 4913 3902 4528 111 921 4555 696 954 1458 2400 4420 2755 2863 458 2616 3694
